username,tweet_text,Subjectivity,Polarity,Analysis
BenAdamsonDXB, A more comfortable 1pm launch here in the UK. Time for my first iPhone Pro Max after 14 years of owning iPhones.,0.5444444444444444,0.3833333333333333,Positive
CNNFrancePR,Russians will be able to buy the iPhone 14 ,0.625,0.5,Positive
KasuwanciZamani,AT&amp;T will require iPhone 14 for its best 5G service despite prior pledge – ENGRMKS &amp; CO ,0.15,0.5,Positive
Thespuzz,"iPhone 13 vs. iPhone 14: Plus, Pro, and Pro Max models compared ",0.0,0.0,Neutral
RayOfEko, Unto wetin bayii... Shey the iPhone 14 go fold?,0.0,0.0,Neutral
Sam33rrrr,"No Sim Tray (Only ESIM) In Iphone 14 Series USA/LLA Model.
PHOOKH KAHAN SEY MAROGEY AB..😂
Iphoneusers",1.0,0.0,Neutral
HanlireCom,The iPhone 14 sends an emergency notification in the event of a car accident ,0.0,0.0,Neutral
dohnutsarenuts, I was gonna buy an iPhone 14 pro anyways so I’m not too mad that my iPhone X is trashed now,1.0,-0.625,Negative
goghie_m,"Hilarious to see Android users so furious about the dynamic island feature coming with iPhone Pro 14. Yes, dear non-UX person hating Apple, it is a big deal to come up with such a solution. The testing will show if it was worth it or not, but it is a big deal indeed.",0.32777777777777783,0.13333333333333333,Positive
MacTechSol,"At its Far Out event, Apple introduced the iPhone 14 lineup, three new Apple Watches—including the Apple Watch Ultra—and the second-generation AirPods Pro. All are worth a look for Apple users; read on for details: ",0.5181818181818182,0.1787878787878788,Positive
patnatimesnow,"iPhone 14 Plus, iPhone 14 First Impressions: Bigger Screen, but Not Much Else Has Changed iPhone 14 Plus, iPhone 14 First Impressions: Bigger Screen, but Not Much Else Has Changed It seems that for the past year, the iPhone 13 Pro Max has been... ",0.33095238095238094,0.00714285714285715,Positive
dearsarah,"I’m Pretty Sure Apple Knows We’re All Going To Die Soon: The New Apple Watch And iPhone 14 Are Perfectly Designed For The Apocalypse

👏👊❤️ ⁦⁩

This also explains why it’s optimizing fertility for wealthy people! ",0.8686868686868687,0.5022727272727272,Positive
TechFishNews,How the iPhone 14 and 14 Plus compare to the Pro models — and the iPhone 13  ,0.0,0.0,Neutral
taysabrams,kinda want the iPhone 14 pro max,0.0,0.0,Neutral
theluckyman,Business Insider - 6 reasons to buy the iPhone 14 and iPhone 14 Pro  ,0.0,0.0,Neutral
arceeloveee,The purple color for the iPhone 14 is so pretty!!,1.0,0.390625,Positive
Urch_mann,Russians will be able to buy the iPhone 14,0.625,0.5,Positive
marlone36," United Kingdom -4
European 3

To remove lighting port to USB type-c for Eu is law I think. Apple should change it iPhone 14 and airpods pro 2.",0.0,0.0,Neutral
doronkatz,    anyone know if the 6.7 inch iPhone 14 would fit the Tesla OEM wireless charger?,0.4,0.4,Positive
muze___space360,"Queen Elizabeth die on the day
they launch iPhone 14
Should we call this phone Yetunde?
QueenElizabeth BBNaija",0.0,0.0,Neutral
danieltbratt, Did you want me to mail you a Canadian iPhone 14 Pro? 😉,0.0,0.0,Neutral
sliang9479, Any update on whether you plan to support iPhone 14?,0.0,0.0,Neutral
sunburstgamming,Ca. Anyone tell me what game is this from the iphone 14 presentation : iosgaming ,0.4,-0.4,Negative
EarthTrustee, Im now 8 versions behind iPhone 14 and doing fine (6S). 😀,0.6,0.008333333333333331,Positive
stillsu__,$1400 for the iPhone 14? that sh*t better play dead when my nigga touch it 🫠,0.45,0.15,Positive
SteffThaMan,Aye can’t we start the preorder on the iPhone 14’s tomorrow?,0.0,0.0,Neutral
postxdigital,10 best iPhone 14 points you just can’t afford to miss; or live to regret ,0.4,0.5681818181818181,Positive
medednow911,"Apple Unveils iPhone 14 Lineup, Watch Ultra, New Emergency Services 
 medednow911 ",0.45454545454545453,0.13636363636363635,Positive
bahdman_01,I for buy that iPhone 14 but nah him kill Queen Elizabeth………what a bad omen😕😂AppleEvent QueenElizabethII,0.6666666666666666,-0.6999999999999998,Negative
nschmidthappens,  Bruh the iPhone 14 pro max is cheaper than the 13 pro max was when it came out. What are you on,0.0,0.0,Neutral
ByteFunding,How the iphone 14 and 14 Plus compare to the Pro models — and the iphone 13 ,0.0,0.0,Neutral
BNnnen, Another great reason to not buy the iPhone 14 (it sucks),0.525,0.25,Positive
Officialnj_blog,This New iPhone 14 Feature Might Save Your Life in an Emergency ,0.45454545454545453,0.13636363636363635,Positive
Nwoko_Stephen_,Iphone 14          or       1 Ethereum ,0.0,0.0,Neutral
KALD3k, iPhone 14 🔥🔥👌 ,0.0,0.0,Neutral
Donnie2selfish, you getting that new iPhone 14?,0.45454545454545453,0.13636363636363635,Positive
RitzyNews,"iPhone 14 Plus, iPhone 14 first impressions: Bigger screen, but nothing else has changed ",0.41666666666666663,0.125,Positive
OchagoWilliam,"I Would say, send that Nokia here,
I will learn what to do with it, as you welcome iPhone 14.",0.9,0.8,Positive
ChrisOS12006734,"The Queen never got to get the iPhone 14 :(
QueenElizabeth Rest In Peace",1.0,-0.75,Negative
beingdanny,"Na today wey Dem lunch iPhone  14 Man u lose, London Bridge still fall ",0.0,0.0,Neutral
elleeusine, iPhone 14,0.0,0.0,Neutral
WaitCapital,"iPhone 13 v iPhone 14

Massive upgrade ",1.0,0.0,Neutral
SalSpice,"for some reason, verizon really doesn't want me to have that iphone 14...",0.2,0.2,Positive
larrybeyah, _KISH_KISH_    _      _girl_    Just ordered the IPhone 14‼️ Will it work with  ⁉️🤣🤣🤣 ,0.0,0.0,Neutral
thegideon_fam," IPhone 14 pro max 
Sell it and buy 15 core and get myself change 😎",0.0,0.0,Neutral
luketheghoul,"On the 7th Apple announced new products including The new Apple Watch (Ultra and 8 series) are amazing. AirPods Pro 2 and iPhone 14 / 14 Plus just an update. Revolution instead for iPhone 14 Pro / 14 Pro Max, I can say I fell in love with the latter ",0.4818181818181818,0.27454545454545454,Positive
austinmacworks,"At its Far Out event, Apple introduced the iPhone 14 lineup, three new Apple Watches—including the Apple Watch Ultra—and the second-generation AirPods Pro. All are worth a look for Apple users; read on for details:  ",0.5181818181818182,0.1787878787878788,Positive
eStream_Studios,"Apple SpaceX Elon Musk says he talked to Apple about iPhone 14's satellite features: Always just a tweet away from the spotlight, Elon Musk tweeted that SpaceX and Apple talked about satellite…   |   |  ",0.0,0.0,Neutral
jasonabalos,This New iPhone 14 Feature Might Save Your Life in an Emergency   dfwrealtor dfwre jasonabalos ,0.45454545454545453,0.13636363636363635,Positive
SnazzyQ,"SIM slots on iPhone 14 by country:

United States - 0 
Rest of World - 1
China - 2",0.0,0.0,Neutral
PavelNosok,How the iPhone 14 and 14 Plus compare to the Pro models — and the iPhone 13 ,0.0,0.0,Neutral
simmieodee,$1400 for the iPhone 14? that shit better play dead when my nigga touch it,0.5666666666666668,0.033333333333333326,Positive
TimCookingfood,"Me going to buy the iPhone 14 Pro Max after the ""get your mom an iPhone"" controversy. ",0.0,0.0,Neutral
Techdigipro,"It's official: the iPhone 14 is here.

 ",0.0,0.0,Neutral
Erbro86,"Damnit, iPhone 14 no longer has a sim tray......now other companies will follow like with the headphone jack removal, thanks a lot    😑 whats next? Removing the charging port making it wireless charging only?",0.39375,0.018750000000000003,Positive
b14ckwid0w,APPLE USING HALF WRITTEN STORYS FOR THE IPHONE 14 PRO DEMOS AT THE EVENT????? this is so slay for  omg ,0.16666666666666666,-0.16666666666666666,Negative
ChrisShort,Suggested Read: Apple picks Globalstar for emergency satellite service on iPhone 14 | Reuters  devopsish,0.0,0.0,Neutral
Yoruubi,"Me (thinking): ??? You literally just ordered the new $1099 iPhone 14??

Bro (talking to his gf): I hate when my family asks how much I spend on my things

-earlier this week when I went out and bought something-

Bro: how much did you spend on [item]?

NichiYoruJou",0.450909090909091,-0.052727272727272734,Negative
emmakumah9, are u sure that iphone 📱 14 is out,0.8888888888888888,0.5,Positive
head_wire_,Queen Elizabeth died on the day they launched iPhone 14 Omo bad omen I no go buy iPhone 14,0.6666666666666666,-0.6999999999999998,Negative
MikeBrookins, do you support esim? New iPhone 14 coming in 8 days with no SIM card slots. Please say you do!,0.45454545454545453,0.17045454545454544,Positive
Yusuph_awo,"A no too like this iPhone 14 and 14 isn't my favorite number,make I kuku wait for iPhone 15 🙏🙏",1.0,0.5,Positive
TMobileHelp,"_bivins Hey, so excited about our preorder! Apple iPhone 14 lineup preorders start on September 9 at 5 a.m. PT and are available nationwide on September 16.
Apple iPhone 14 Plus preorders start on September 9 at 5 a.m. PT and are on available nationwide October 7. ^ErinLibby",0.5166666666666666,0.42291666666666666,Positive
SkuryWilby,"_Amihere iPhone 14 (6.1”) and iPhone 14 Plus (6.7”)

Same design
Same A15 bionic
5 colors (new blue)
Upgraded camera system with larger sensor and wider aperture
New 12mp selfie camera with autofocus

(Feels like the iPhone 13 Pros minus a camera and dressed in aluminum) source: MKBHD",0.26558441558441565,0.024675324675324673,Positive
QudachIndia,"Apple has found a new audience to reach with the bigger iPhone 14 Plus, but the standard iPhone 14 is a less disruptive update. ",0.2553030303030303,-0.007575757575757576,Negative
AkanniTrend,So like this Queen no go use IPhone 14 😭😭😭 QueenElizabeth asake hushpuppi,0.0,0.0,Neutral
Lucas_Wyrsch,Elon Musk says he talked to Apple about iPhone 14's satellite features ,0.0,0.0,Neutral
techosmo,"iPhone 13 vs. iPhone 14: Plus, Pro, and Pro Max models compared - 

  It’s official: the iPhone 14 is here. Following months of leaks and speculation, Apple formally announced the latest addition to its smartphone lineup during its “Far Out” event on... ",0.6666666666666666,0.19999999999999998,Positive
HerisK_,I’m stuck between the blue and the green iphone 14 😩,0.2,-0.1,Negative
AshboDev,"Hate it when you accidentally preorder the new  iPhone 14 Pro Max. Well I have had the same iPhone for what, 4 years now? Time for an upgrade for sure.",0.5921085858585858,-0.04090909090909092,Negative
MEbiekutan,"Samsung trolling Apple can only lead to either of these effect👇🏿

A. More people check out Samsung phones since it claims to have implemented those features long ago.

B. More people check out iPhone 14 out of curiosity to know why Samsung trolling them online.",0.6,0.2375,Positive
sarbjeetjohal,YESTERDAY: Here's everything  just announced at its iPhone 14 event ,0.0,0.0,Neutral
AllTheBestNews,Russians will be able to buy the iPhone 14 ,0.625,0.5,Positive
Newsmond1,How the iPhone 14 and 14 Plus compare to the Pro models — and the iPhone 13 ,0.0,0.0,Neutral
EyePeaTV,"iPhone 14 Pro first look – hands-on with Apple’s ‘total makeover’ mobile a week before release - 8 September 2022.
Read More:  ",0.5277777777777778,0.25,Positive
iPhone_News,"iOS 16 RC tidbits: New boot chime for iPhone 14 Pro, Crash Detection API, more ",0.4772727272727273,0.3181818181818182,Positive
sumedhathawale0,Apple iPhone 14 launch used to hook victims into a crypto scam ,0.0,0.0,Neutral
JayyBiggs,"The iPhone 14 pre orders start tomorrow morning! If you want to make sure you get one before Christmas you better call, dm, or text me! ",0.6944444444444444,0.5625,Positive
9Blu9,Asked Google the MSRP of the iPhone 14 in France and this is what it responded with. What year is it again? Was there a Frexit and no one told me? 😂😂 ,0.0,0.0,Neutral
piperboywilliam,iPhone 14 is insane !!!!,1.0,-1.0,Negative
ryanhherda, Boo!! IPhone 14 pro sales are going to be ridiculous,1.0,-0.3333333333333333,Negative
foreverrr819,the iphone 14 look just like the iphone 13🙄 lemme just go ahead and keep my 13 pro!,0.0,0.0,Neutral
AurynGaming,"_ai_a12     Actually, completely the opposite. The Tmobile announcement for example is not iPhone compatible. Starlink is not on a band the iphone 14 can use currently. Apple doesn't play nice with open standards so don't expect it any time soon. Andriods on thr other hand will adopt quickly",0.45357142857142857,0.12976190476190474,Positive
JohnBronx3,"that eSIM digital SIM on the iPhone 14 is kinda weird. no physical SIM sounds like an Aqua AIR era &amp; pluto in aqua 2023, 2024. 
do not tell me they will install the phone into our hands in the next decade..?😒😬",0.2857142857142857,-0.125,Negative
pcurtiss_,iPhone 14 is shit,0.8,-0.2,Negative
HALF0UNCE,1400 for the new iPhone 14?? That shit better play dead when my bitch touch it,0.5386363636363637,0.05909090909090908,Positive
jonathanfairbnb, iPhone 14 models in the US are ESim only! 🙃😓,1.0,0.0,Neutral
AmosunFemi_,iPhone 6 is more better than iPhone 14🤧🤝 i can’t dispose mine yet,0.5,0.5,Positive
analogfusion,"What Apple does, the industry tends to follow...

""If you're accustomed to switching devices by simply popping the SIM card out of one device and inserting it in another, you'll find the iPhone 14 design frustrating.""

",0.6285714285714286,-0.2,Negative
BandManPatt,"Fuck 2k, Fuck The IPhone 14 and Fuck Queen Elizabeth",0.6,-0.4000000000000001,Negative
TCoast888, On time of iPhone 14. Isn’t it amazing?,0.9,0.6000000000000001,Positive
Shaymanrg18,EFCC next target na people wey go buy iPhone 14🤣🤩,0.0,0.0,Neutral
lovabledaniels_,iPhone 14 killer is here! Motorola Edge 30 Ultra comes to conquer ,0.0,0.0,Neutral
biubiubiu_bbb,The sexual tension between me and buying iPhone 14 for the upcoming concert of KinnPorsche World Tour is strong af. Is it already available to the public?,0.5083333333333334,0.33333333333333337,Positive
seejjjaaaalllll,The iPhone 14 better have a Queen Elizabeth emoji,0.5,0.5,Positive
JapanNews24X7,Japan to pay more for iPhone 14 ,0.5,0.5,Positive
MobileInfo_teck,"  sponsor mij een iPhone!!! I know a company named  always does full screen, but equally important they have a cut-out for the front ear-piece works sublime on my 13 Pro should be pretty recommendable for 14 as well 👌🏾",0.85,0.3333333333333333,Positive
ByteFunding,How the iphone 14 and 14 Plus compare to the Pro models — and the iphone 13 ,0.0,0.0,Neutral
dbalieiro,"Liked : Introducing iPhone 14 Pro | Apple : September 7, 2022 at 04:05PM : MayaLink WikiLink   ",0.8,0.6,Positive
JNHaldemann,SPCX  Elon Musk says SpaceX and Apple discussed iPhone 14 satellite features - Mashable  ElonMusk Tesla SpaceX,0.0,0.0,Neutral
papoose_johnson,"Fuck 2k, Fuck The IPhone 14 and Fuck Queen Elizabeth",0.6,-0.4000000000000001,Negative
isaacmczy,"_parrot Oga o, buy the iPhone 14 for me",0.0,0.0,Neutral
blondedreginald,it's going to be WILD on launch day if people expect to transfer their simcards over to the new iPhone 14.,0.42727272727272725,0.11818181818181818,Positive
StartLouis,"Fyi:”So with the service expected to launch this November, the iPhone 14 would be the first commercially available smartphone with satellite in the U.S. Apple formally announced its partnership with satellite communications company…”… ",0.37777777777777777,0.18333333333333335,Positive
Barron_Nel,"According to Elon Musk, SpaceX and Apple have talked about the iPhone 14’s satellite capabilities ",0.0,0.0,Neutral
Ariscott56,"  He means the iPhone 14 and it's ""Dynamic Island.""
I agree that a lot of this tech talk has gotten out of hand...",0.16666666666666666,0.0,Neutral
B_Smash2, Yeh I was thinking the iPhone 14 was flat and Apple Watch won’t do as great until they get a very long lasting battery,0.34875,0.1775,Positive
ksusig,_Market _Arch1      You'll see an iPhone 14 Pro in deep purple! Yeah buddy!!,0.4,0.0,Neutral
cedar_news,6 reasons to buy the iPhone 14 and iPhone 14 Pro ,0.0,0.0,Neutral
adeocean4u,"Queen Elizabeth died the day they lunch IPhone 14, is that not a bad omen. Will you still buy the phone?",0.6666666666666666,0.3499999999999999,Positive
MarketWatch,"📱 Should you pre-order an iPhone 14? Our answer: It depends on what model you currently have.

",0.4,0.0,Neutral
techarena24blog,"Moving from the iPhone 13 to iPhone 13 Pro is a better upgrade than moving from iPhone 13 to iPhone 14. But first time users on budget should consider the iPhone 14

 

news USA Europe iPhone14 AppleEvent",0.41666666666666663,0.375,Positive
DexJxst," Not that disappointing actually, I’m glad there is a 2nd gen Apple Watch SE, an iPhone 14, (I’m not buying it.) and new AirPods as well.",0.5386363636363636,0.009090909090909094,Positive
BigPurr03,1400 for the iPhone 14!!?!! That bitch better play dead when my nigga touch it 🤣🤣,0.45,0.15,Positive
TyrexxDEmperor1,I go wait for iPhone 15 I nor too like this 14🤧,0.0,0.0,Neutral
jassxxoo, No mames Lizeth ponte las pilas 🔋 lol liam already traded in his iPhone 13 to get the 14 😂😂😂😂,0.7,0.8,Positive
antoniedeswan,okay iPhone 14 shoulda got the Touch ID back. I need It and Face ID both because Japan still forces us to wear mask and Face ID (with mask) works only 5/10,0.5,0.16666666666666666,Positive
mathucampbell,"• iPhone 5 Slate
• iPhone 7 JetBlack
• iPhone 11 Pro Midnight Green
• iPhone 12 Pro Pacific Blue
• iPhone 13 Pro Alpine Green 
• iPhone 14 Pro Deep Purple",0.275,-0.1,Negative
dbalieiro,"Liked : Introducing Dynamic Island on iPhone 14 Pro | Apple : September 7, 2022 at 04:46PM : MayaLink WikiLink   ",0.48333333333333334,0.3,Positive
iPhoneinCanada,iPhone 14 Pre-Order Date &amp; Time in Canada: How to Order Easily ,0.8333333333333334,0.43333333333333335,Positive
mohandali_, IPhone 14,0.0,0.0,Neutral
Gadgets360,"iPhone 14 Plus, iPhone 14 Hands On First Impressions: Bigger Screen, but Not Much Else Has Changed
  ",0.3444444444444444,0.049999999999999996,Positive
up0nk_aje,Apple iPhone 14 launch used to link victim to crypto scam ,0.05,-0.07500000000000001,Negative
VerticalHoldAU,"Has Apple really gone ""Far Out"" with iPhone 14, Apple Watch Ultra &amp; AirPods Pro 2? Will Twitter users be happy with a limited, paid-only edit button? Guest direct from California, The Oz/Gizmodo's  - Vertical Hold is brought to you by _BB

 ",0.5485714285714286,0.22571428571428576,Positive
JustinBackAgain,Ok she’s been on a fuck the iPhone 14 tour. What is goin on?,0.55,0.04999999999999999,Positive
SlimothyTV,How the iPhone 14 Pro's New 'Dynamic Island' Works ,0.3106060606060606,0.06818181818181818,Positive
Tecnogusweb,CASETiFY lanza 'Bounce Case' para iPhone 14 ,0.0,0.0,Neutral
universetoday,iPhone 14 Will Have Satellite Connectivity. How Exactly It Will Work -  by  ,0.25,0.25,Positive
Mark_AnthonyW,"iOS 16 RC tidbits: New boot chime for iPhone 14 Pro, Crash Detection API, more  via ",0.4772727272727273,0.3181818181818182,Positive
MrShaveG, you’re the worst and I’m using iPhone 14 to leave you.,1.0,-1.0,Negative
